id,lat,lon,z
062650-99999,52.127,5.276,20.1
062670-99999,52.9,5.383,3
062680-99999,52.533,5.433,2
062690-99999,52.46,5.527,-4
062700-99999,53.229,5.761,0.9
062730-99999,52.7,5.883,-3
062750-99999,52.061,5.873,48.2
062770-99999,53.417,6.2,0
062780-99999,52.433,6.267,5
062790-99999,52.733,6.573,16
062800-99999,53.12,6.579,5.2
062830-99999,52.067,6.65,29
062850-99999,53.567,6.4,0
062860-99999,53.2,7.15,0
062900-99999,52.27,6.874,34.7
063000-99999,51.65,2.567,3
063080-99999,51.383,3.383,7
063100-99999,51.45,3.6,10
063120-99999,51.767,3.617,0
063130-99999,51.5,3.25,0
063150-99999,51.433,4.017,0
063160-99999,51.65,3.7,0
063190-99999,51.233,3.867,2
063200-99999,51.933,3.667,19
063210-99999,52,3.283,18
063230-99999,51.533,3.883,1
063240-99999,51.6,4,0
063300-99999,51.983,4.1,14
063310-99999,51.483,4.2,0
063400-99999,51.449,4.342,19.2
063430-99999,51.9,4.317,4
063440-99999,51.957,4.437,-4.6
063480-99999,51.967,4.933,2
063500-99999,51.567,4.932,14.9
063560-99999,51.85,5.133,1
063700-99999,51.45,5.375,22.6
063750-99999,51.656,5.709,21.9
063770-99999,51.2,5.767,30
063800-99999,50.912,5.77,114.3
063910-99999,51.5,6.2,19
064000-99999,51.09,2.653,6.1
064070-99999,51.199,2.862,4
064080-99999,51.233,2.917,15
064280-99999,50.933,3.667,37.5
064310-99999,51.183,3.8,8
064320-99999,50.576,3.831,58.8
064470-99999,50.8,4.35,101
064490-99999,50.459,4.454,187.1
064500-99999,51.189,4.46,11.9
064510-99999,50.901,4.484,56.1
064520-99999,51.333,4.5,23
064560-99999,50.243,4.646,285
064580-99999,50.759,4.768,112.8
064630-99999,50.783,4.95,81
064650-99999,51,5.067,54
064700-99999,50.792,5.202,75
064760-99999,50.036,5.404,588.3
064780-99999,50.637,5.443,200.9
064785-99999,50.633,5.45,201
064790-99999,51.168,5.47,61
064810-99999,50.933,5.5,63
064900-99999,50.483,5.917,482
064960-99999,50.467,6.183,570
065900-99999,49.627,6.212,376.1
066010-99999,47.55,7.583,317
066040-99999,47,6.95,487
066045-99999,47.084,6.793,1026.6
066050-99999,47.133,7.067,1631
066090-99999,46.55,7.017,1973
066100-99999,46.817,6.95,490.5
066120-99999,47.083,6.8,1018.1
066160-99999,47.433,6.95,597
066190-99999,46.833,6.583,1210
066200-99999,47.683,8.617,437
066210-99999,47.6,9.283,440
066280-99999,46.75,7.267,1041
066303-99999,46.914,7.497,510.2
066310-99999,46.983,7.467,567
066330-99999,47.383,8.083,389
066390-99999,47,7.933,1406
066430-99999,47.25,7.783,416
066450-99999,47.433,7.883,610
066500-99999,47.033,8.3,456
066550-99999,46.817,8.417,1018
066590-99999,46.983,8.25,2110
066600-99999,47.383,8.567,557.6
066621-99999,47.182,7.417,430.1
066640-99999,47.433,8.517,441
066690-99999,47.483,8.4,843
066700-99999,47.465,8.549,431.6
066720-99999,46.867,8.633,451
066730-99999,47.217,8.683,486.5
066790-99999,47.483,8.9,539.5
066800-99999,47.25,9.35,2500
066810-99999,47.433,9.4,777.8
066811-99999,47.485,9.561,398.1
066850-99999,47.033,9.067,517.5
066890-99999,47.367,8.95,1124
067000-99999,46.238,6.109,430.1
067020-99999,46.433,6.1,1670.2
067050-99999,46.4,6.233,432
067110-99999,46.517,6.667,462
067120-99999,46.333,6.917,383
067170-99999,45.867,7.167,2479
067200-99999,46.22,7.327,481.9
067220-99999,46.117,7.517,1828
067240-99999,46.3,7.467,1508
067270-99999,46.3,7.85,642
067300-99999,46.55,7.983,3576
067340-99999,46.667,7.867,578.6
067350-99999,46.5,7.567,1328.1
067440-99999,46.567,8.333,1965
067450-99999,46.5,8.317,1347.1
067480-99999,46.033,7.75,1624
067500-99999,46.65,8.617,2284.2
067510-99999,46.45,8.517,1891
067530-99999,46.517,8.683,1016
067560-99999,46.467,8.933,552
067590-99999,46.2,8.8,1648
067600-99999,46.167,8.783,380
067620-99999,46.17,8.88,198
067700-99999,46.004,8.911,278.9
067710-99999,45.85,8.933,352.4
067800-99999,46.833,9.817,2667
067820-99999,46.7,8.85,1180
067830-99999,46.467,9.183,1638
067840-99999,46.817,9.85,1592
067860-99999,46.867,9.533,556
067910-99999,46.417,9.817,3299
067920-99999,46.533,9.883,1706
067940-99999,46.35,10.067,1079.1
067980-99999,46.8,10.283,1295
069900-99999,47.133,9.517,463
070020-99999,50.733,1.6,74
070030-99999,50.515,1.627,11
070050-99999,50.143,1.832,67.1
070100-99999,51.05,2.333,17
070150-99999,50.562,3.089,47.9
070170-99999,50.222,3.154,78.3
070190-99999,49.7,-1.267,7
070200-99999,49.717,-1.933,12
070220-99999,49.65,-1.5,130
070240-99999,49.65,-1.47,139.9
070270-99999,49.173,-0.45,78
070280-99999,49.534,0.088,95.4
070290-99999,49.35,-0.767,73
070310-99999,49.365,0.154,146
070340-99999,49.367,-1.8,65
070370-99999,49.384,1.175,156.1
070380-34061,49.017,1.217,138
070400-99999,49.933,1.1,38
070550-99999,49.454,2.113,109.4
070570-99999,49.254,2.519,88.7
070610-99999,49.817,3.2,101
070700-99999,49.31,4.05,95.1
070750-99999,49.784,4.647,149
070900-99999,49.072,6.132,191.7
070930-99999,48.982,6.251,265.2
071000-99999,48.483,-5.05,68
071030-99999,48.033,-4.733,89
071060-99999,48.53,-4.152,106.1
071070-99999,48.683,-4.333,18
071090-99999,48.282,-4.445,87.5
071100-99999,48.448,-4.419,99.1
071160-99999,48.75,-4.017,37
071170-99999,48.833,-3.467,58
071180-99999,48.754,-3.472,88.4
071190-99999,48.233,-3.3,262
071200-99999,48.538,-2.854,138.1
071210-99999,48.85,-3,36
071250-99999,48.588,-2.08,66.8
071270-99999,48.717,-1.85,41
071300-99999,48.07,-1.735,37.8
071330-99999,48.833,-1.617,42
071340-99999,48.033,-0.733,97
071390-99999,48.45,0.117,141
071400-99999,48.058,1.377,132
071430-99999,48.467,1.517,156
071450-99999,48.767,2,168
071460-99999,48.752,2.106,164
071470-99999,48.774,2.202,178
071480-99999,48.6,2.333,80
071490-99999,48.725,2.359,88.7
071500-99999,48.969,2.441,66.4
071530-99999,48.605,2.671,92
071560-99999,48.817,2.333,77
071570-99999,49.013,2.55,119.5
071650-99999,48.776,4.184,178.9
071680-99999,48.322,4.017,118.3
071690-99999,48.636,4.899,139.6
071790-34051,48.783,5.983,286
071800-99999,48.692,6.23,228.9
071810-99999,48.583,5.955,337.1
071860-34062,48.817,7.2,313
071900-99999,48.538,7.628,153.9
071970-99999,47.917,7.4,211.2
072000-99999,47.8,-4.367,19
072010-99999,47.975,-4.168,90.5
072030-99999,47.65,-3.5,54
072050-99999,47.761,-3.44,48.8
072070-99999,47.3,-3.218,43
072100-99999,47.6,-2.717,3
072160-99999,47.233,-2.3,20
072170-99999,47.312,-2.149,4
072220-99999,47.153,-1.611,27.4
072300-99999,47.483,-0.6,50
072350-99999,47.949,0.202,59.1
072400-99999,47.432,0.728,108.8
072450-99999,47.678,1.209,121.3
072470-99999,47.317,1.683,86
072490-99999,47.988,1.761,125.6
072550-99999,47.058,2.37,161.2
072553-99999,47.039,5.427,196.6
072570-99999,47.05,2.65,177
072600-99999,47.003,3.113,183.5
072650-99999,47.8,3.55,212
072660-99999,47.85,3.497,159.4
072700-99999,47.067,3.933,598
072800-99999,47.269,5.09,221.3
072830-99999,47.85,5.333,467
072880-99999,47.25,5.983,309
072920-99999,47.783,6.364,278.3
072950-99999,47.633,6.867,423
072990-99999,47.59,7.53,269.7
073000-99999,46.7,-2.333,32
073060-99999,46.702,-1.379,91.1
073110-99999,46.25,-1.567,10
073140-99999,46.05,-1.417,22
073150-99999,46.15,-1.15,10
073160-99999,46.179,-1.195,22.6
073300-99999,46.311,-0.402,61.9
073350-99999,46.588,0.307,128.9
073540-34048,46.867,1.717,157
073600-99999,46.167,1.867,551
073740-99999,46.17,3.404,249
073790-99999,46.413,4.013,242.6
073820-99999,46.65,4.433,603
073850-99999,46.295,4.796,221.9
073860-99999,47.033,5.417,195
073901-99999,47.56,-0.312,59.1
074120-99999,45.658,-0.318,31.1
074280-99999,45.198,0.816,100
074340-99999,45.863,1.179,396.2
074380-99999,45.151,1.469,115.5
074600-99999,45.787,3.169,332.2
074710-99999,45.081,3.763,832.4
074750-99999,45.541,4.296,403.9
074760-99999,43.907,4.902,37.8
074770-99999,45.933,4.383,720
074800-99999,45.727,4.944,200.9
074810-99999,45.726,5.091,250.2
074820-99999,45.987,5.328,250.9
074860-99999,45.363,5.329,396.8
074870-99999,45.22,5.85,220
074910-99999,45.638,5.88,237.4
074970-99999,45.617,6.767,868
075000-99999,44.633,-1.25,10
075020-99999,44.533,-1.125,25.6
075030-99999,44.433,-1.25,39
075100-99999,44.828,-0.716,49.4
075240-99999,44.175,0.591,62.2
075300-99999,44.825,0.519,52.1
075350-99999,44.75,1.4,261
075400-99999,44.026,1.378,107
075490-99999,44.891,2.422,638.9
075520-99999,44.408,2.483,582.2
075540-99999,44.533,3.45,716
075580-99999,44.117,3.017,720
075600-99999,44.117,3.583,1565
075630-99999,43.9,4.9,48
075700-99999,44.533,4.367,280
075770-99999,44.583,4.733,74
075790-99999,44.14,4.867,60
075860-99999,44.083,5.05,105
075880-99999,44.067,6,461
075910-99999,44.567,6.5,876
076000-99999,43.4,-1.683,25
076020-99999,43.468,-1.523,74.7
076030-99999,43.683,-1.067,33
076070-99999,43.912,-0.508,61.9
076100-99999,43.38,-0.419,187.8
076210-99999,43.179,-0.006,384
076220-99999,43.688,0.602,125.3
076270-99999,43.008,1.103,417
076300-99999,43.629,1.364,152.1
076310-99999,43.546,1.368,163.1
076320-99999,43.914,2.113,171.9
076350-99999,43.216,2.306,132
076380-99999,43.317,3.35,16
076410-99999,43.4,3.7,81
076415-99999,43.324,3.354,17.1
076430-99999,43.576,3.963,5.2
076450-99999,43.867,4.4,62
076460-99999,43.757,4.416,94.2
076470-99999,43.523,4.924,25
076480-99999,43.606,5.109,59.4
076490-99999,43.506,5.368,111.9
076500-99999,43.436,5.214,22.6
076530-99999,43.333,5.05,27
076560-99999,43.183,5.583,315
076600-99999,43.1,5.933,25
076610-99999,43.083,5.933,134
076660-99999,42.917,3.067,50
076670-99999,43.097,6.146,2.1
076700-99999,43,6.233,147
076750-99999,43.385,6.387,80.8
076770-99999,43.2,6.683,112
076780-99999,43.033,6.467,131
076840-99999,43.542,6.953,4
076880-99999,43.567,7.133,82
076900-99999,43.658,7.216,3.7
076950-99999,43.683,7.333,144
077470-99999,42.74,2.871,43.9
077490-99999,42.517,3.133,86
077520-99999,41.917,8.617,40
077530-99999,42.633,8.917,153
077540-99999,42.531,8.793,63.7
077610-99999,41.924,8.803,5.5
077650-99999,41.924,9.406,8.5
077680-99999,41.6,9.367,68
077700-99999,41.367,9.167,116
077750-99999,42.267,9.533,74
077800-99999,41.501,9.098,26.5
077850-99999,43,9.367,113
077900-99999,42.553,9.484,7.9
077910-99999,42.8,9.483,120
080001-99999,32.698,-16.774,58.5
080010-99999,43.367,-8.417,67
080020-99999,43.302,-8.377,98.5
080080-99999,43.117,-7.45,446
080110-99999,43.564,-6.035,126.8
080140-99999,43.567,-5.7,6
080144-99999,37.133,-3.636,700.1
080150-99999,43.35,-5.867,339
080210-99999,43.427,-3.82,4.9
080230-99999,43.483,-3.8,59
080250-99999,43.301,-2.911,42.1
080270-99999,43.3,-2.033,259
080290-99999,43.357,-1.791,4.6
080420-99999,42.896,-8.415,369.7
080440-99999,42.433,-8.617,108
080450-99999,42.232,-8.627,260.6
080550-99999,42.589,-5.656,916.2
080750-99999,42.358,-3.621,897.6
080800-99999,42.883,-2.724,512.7
080840-99999,42.45,-2.333,363
080850-99999,42.77,-1.646,458.4
080870-99999,42.2,-1.45,295
080940-99999,42.083,-0.333,554
081300-99999,41.517,-5.733,667
081400-99999,41.706,-4.852,845.8
081410-99999,41.633,-4.75,735
081480-99999,41.783,-2.483,1082
081600-99999,41.666,-1.042,263
081710-99999,41.633,0.6,199
081750-99999,41.147,1.167,71.3
081810-99999,41.297,2.078,3.7
081840-99999,41.901,2.761,142.6
082020-99999,40.952,-5.502,791
082100-99999,40.667,-4.683,1132
082130-99999,40.95,-4.133,1005
082150-99999,40.8,-4.017,1888
082210-99999,40.494,-3.567,609.6
082230-99999,40.371,-3.785,691
082240-99999,40.294,-3.724,618.4
082270-99999,40.497,-3.446,617.5
082310-99999,40.067,-2.133,946
082380-99999,40.817,0.5,50
082610-99999,39.467,-6.333,405
082720-99999,39.883,-4.05,516
082800-99999,38.949,-1.864,701.6
082840-99999,39.489,-0.482,68.6
083060-99999,39.55,2.733,8
083140-99999,39.863,4.219,90.8
083300-99999,38.891,-6.821,185.6
083350-99999,38.517,-5.117,540
083480-99999,38.983,-3.917,629
083600-99999,38.282,-0.558,43.3
083730-99999,38.873,1.373,6.1
083900-99999,37.367,-6,14
083910-99999,37.418,-5.893,33.8
083970-99999,37.175,-5.616,86.9
084100-99999,37.842,-4.849,90.5
084190-99999,37.189,-3.777,566.9
084290-99999,37.951,-1.23,76.2
084300-99999,38,-1.167,62
084330-99999,37.775,-0.812,3.4
084490-13025,36.65,-6.35,25.6
084510-99999,36.745,-6.06,28.3
084580-99999,36,-5.6,25
084820-99999,36.675,-4.499,15.8
084870-99999,36.844,-2.37,21.3
084950-99999,36.151,-5.35,4.6
085010-99999,39.455,-31.131,34.1
085050-99999,38.52,-28.716,36
085060-99999,38.517,-28.633,62
085090-99999,38.762,-27.091,54.9
085110-99999,38.667,-27.217,76
085120-99999,37.741,-25.698,78.9
085150-99999,36.971,-25.171,93.9
085210-99999,32.683,-16.767,58
085220-99999,32.633,-16.9,56
085240-99999,33.073,-16.35,103.9
085320-99999,38.831,-9.34,134.1
085340-99999,38.704,-9.036,14
085350-99999,38.717,-9.15,95
085360-99999,38.781,-9.136,114
085380-99999,37,-8.95,25
085400-99999,39.831,-8.887,57
085410-99999,37.95,-8.867,103
085430-99999,41.7,-8.8,18
085440-99999,40.917,-8.633,22
085450-99999,41.248,-8.681,69.5
085480-99999,40.15,-8.467,179
085490-99999,40.2,-8.417,140
085540-99999,37.014,-7.966,7.3
085580-99999,38.533,-7.9,246
085600-99999,40.717,-7.883,644
085610-99999,38.067,-7.917,203
085620-99999,38.079,-7.932,193.9
085660-99999,41.317,-7.733,481
085670-99999,41.274,-7.72,550.2
085680-99999,40.417,-7.55,1388
085700-99999,39.833,-7.483,384
085710-99999,39.283,-7.417,590
085750-99999,41.86,-6.706,690.4
085790-99999,38.767,-9.133,105
085940-99999,16.741,-22.949,53.9
094690-99999,51.417,12.233,142
094880-99999,51.133,13.8,226
095540-99999,50.983,10.967,315
095770-99999,50.817,12.9,357
100040-99999,54.167,6.35,3
100050-99999,54,8.117,5
100150-99999,54.183,7.9,4
100180-99999,54.913,8.34,15.5
100200-99999,55.017,8.417,26
100220-99999,54.8,8.95,17
100330-99999,54.833,9.5,33
100340-99999,54.625,9.346,20
100370-99999,54.459,9.516,21.3
100380-99999,54.312,9.538,11.9
100460-99999,54.383,10.15,31
100910-99999,54.683,13.433,41
101130-99999,53.717,7.15,13
101200-99999,54.183,7.883,53
101220-99999,53.534,7.889,7.3
101260-99999,53.548,7.667,7.9
101290-99999,53.533,8.583,7
101310-99999,53.867,8.7,4
101360-99999,53.768,8.659,22.6
101420-99999,53.983,9.567,26
101470-99999,53.63,9.988,16.2
101490-99999,53.536,9.837,6.7
101560-99999,53.805,10.719,16.2
101610-99999,54,11.2,17
101620-99999,53.633,11.417,68
101624-99999,53.427,11.783,50.6
101700-99999,54.183,12.083,10
101720-99999,53.918,12.278,42.1
101770-99999,53.767,12.617,50
101840-99999,54.1,13.4,6
101930-99999,53.75,14.067,7
101935-99999,53.879,14.152,28.3
102000-99999,53.391,7.227,0.6
102030-99999,53.333,7.2,6
102150-99999,53.183,8.167,20
102180-99999,52.883,8.233,56
102240-99999,53.048,8.787,4.3
102340-99999,53.133,9.35,61
102350-99999,53,9.833,77
102380-99999,52.817,9.933,69
102460-99999,52.919,10.198,74.7
102490-99999,53.4,10.683,46
102530-99999,52.967,11.133,17
102610-99999,52.9,11.733,23
102620-99999,53.033,11.8,24.1
102640-99999,53.317,11.933,87
102700-99999,52.9,12.817,39
102800-99999,53.55,13.2,80
102910-99999,53.033,14,55
103040-99999,52.717,7.317,26
103050-99999,52.517,7.317,21
103060-99999,52.291,7.387,39.3
103130-99999,51.967,7.6,64
103140-99999,52.339,7.541,40
103150-99999,52.135,7.685,48.8
103170-99999,52.25,8.05,95
103200-99999,51.923,8.306,71.9
103210-99999,52.586,8.341,38.7
103250-99999,52.1,8.75,98
103280-99999,51.95,8.9,189
103340-99999,52.457,9.427,57
103350-99999,52.279,9.082,70.1
103380-99999,52.461,9.685,55.8
103430-99999,52.591,10.022,39.3
103480-99999,52.319,10.556,89.9
103590-99999,52.517,11.4,48
103610-99999,52.117,11.583,85
103790-99999,52.383,13.067,100
103810-99999,52.467,13.3,51
103820-99999,52.56,13.288,37.2
103840-99999,52.473,13.404,50.9
103850-99999,52.38,13.523,47.9
103930-99999,52.217,14.117,112
103980-99999,52.367,14.517,49.1
104000-99999,51.289,6.767,44.8
104010-99999,51.2,6.133,76
104020-99999,51.117,6.217,89
104040-99999,51.75,6.283,43
104050-99999,51.6,6.15,31
104060-99999,51.833,6.533,25
104100-99999,51.4,6.967,161
104160-99999,51.518,7.612,129.5
104260-99999,51.614,8.616,213.1
104270-99999,51.183,8.483,835
104300-99999,51.783,8.833,151
104360-99999,51.408,9.378,276.8
104374-99999,51.23,6.504,38.1
104380-99999,51.3,9.45,158
104390-99999,51.115,9.286,172.5
104440-99999,51.55,9.95,176
104490-99999,51.4,10.317,356
104520-99999,51.733,10.6,607
104530-99999,51.8,10.617,1153
104540-99999,51.85,10.767,240
104600-99999,51.383,11.3,166
104690-99999,51.424,12.236,141.7
104740-99999,51.883,12.65,106
104760-99999,51.768,13.168,80.8
104880-99999,51.133,13.767,230.1
104900-99999,51.65,13.583,100
104960-99999,51.783,14.317,69
104990-99999,51.167,14.95,238
105000-99999,50.961,6.042,90.2
105010-99999,50.783,6.1,202
105020-99999,50.831,6.658,117.7
105100-99999,50.333,6.95,626
105130-99999,50.866,7.143,92
105140-99999,50.366,7.315,182
105150-99999,50.417,7.583,96
105260-99999,50.667,7.967,547
105320-99999,50.583,8.7,186
105360-99999,50.55,9.65,305
105420-99999,50.867,9.717,212
105440-99999,50.5,9.95,921
105445-99999,50.533,9.633,305
105460-99999,50.633,10.15,494
105536-99999,50.982,12.506,195.1
105540-99999,50.98,10.958,315.8
105550-99999,50.983,11.317,268
105580-99999,50.383,11.183,630
105670-99999,50.883,12.133,312
105690-99999,50.483,12.133,389
105780-99999,50.433,12.95,1215
105820-99999,50.733,13.75,882
106070-99999,49.973,6.693,364.8
106090-99999,49.75,6.667,265
106100-99999,49.95,6.567,374
106130-99999,50.174,7.063,477.9
106140-99999,49.437,7.6,238.1
106145-99999,49.217,7.617,415
106150-99999,49.767,7.05,479
106160-99999,49.949,7.264,502.6
106162-99999,50.708,8.083,599.2
106180-99999,49.7,7.333,377
106190-99999,49.65,7.3,553
106260-99999,49.85,7.6,396
106270-99999,49.85,7.883,103
106320-99999,49.967,8.15,232
106330-99999,50.05,8.325,140.5
106350-99999,50.217,8.45,805
106370-99999,50.026,8.543,110.9
106390-99999,50.017,8.667,135
106405-99999,50.183,8.667,104
106420-99999,50.169,8.962,112.2
106530-99999,49.648,9.966,298.7
106550-99999,49.767,9.967,259
106570-99999,49.75,9.5,338
106580-99999,50.2,10.083,224
106590-99999,49.75,10.2,210
106710-99999,50.283,10.983,337
106750-99999,49.883,10.917,242
106770-99999,49.984,11.639,488
106850-99999,50.289,11.855,597.4
106870-99999,49.699,11.94,415.4
106880-99999,49.667,12.183,438
107040-99999,49.283,6.683,363
107060-99999,49.483,7.05,398
107080-99999,49.215,7.11,322.5
107120-99999,49.5,7.867,321
107140-99999,49.217,7.4,353
107220-99999,48.783,8.083,135
107270-99999,49.033,8.367,114
107280-99999,49.564,8.463,94.2
107290-99999,49.473,8.514,94.2
107295-99999,49.567,8.467,94
107340-99999,49.4,8.65,109
107370-99999,48.767,9.183,305
107380-99999,48.69,9.222,388.9
107420-99999,49.217,9.517,276
107430-99999,49.392,9.958,468.2
107450-99999,49.118,9.784,399.6
107520-99999,49.474,10.388,328.6
107550-99999,49.308,10.639,467
107610-99999,49.017,10.967,422
107630-99999,49.499,11.078,318.8
107640-99999,49.383,11.167,386
107650-99999,49.218,11.1,386.5
107710-99999,49.433,11.9,418
107750-99999,49.218,11.836,443.5
107760-99999,49.05,12.1,376
107880-99999,48.833,12.567,360
107910-99999,49.117,13.133,1307
108030-99999,48,7.85,269
108050-99999,48.369,7.828,155.8
108150-99999,48.45,8.417,797
108180-99999,48.1,8.75,973
108270-99999,48.183,9,920
108360-99999,48.667,9.867,734
108370-99999,48.22,9.91,538.3
108380-99999,48.383,9.95,522
108450-99999,48.433,10.233,489
108520-99999,48.425,10.932,461.8
108530-99999,48.711,11.212,380.7
108560-99999,48.186,10.861,555.3
108570-99999,48.071,10.906,623
108580-99999,48.206,11.267,519.1
108600-99999,48.716,11.534,366.4
108640-99999,48.067,11.633,560
108660-99999,48.354,11.786,453.2
108690-99999,48.322,11.949,461.8
108750-99999,48.283,12.5,401
108930-99999,48.583,13.467,409
109000-99999,47.9,7.617,217
